ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Permanente de Hogares (Urban),Occupation (ISCO-08): 0. Armed forces occupations,2018,31.43,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Permanente de Hogares (Urban),Occupation (ISCO-08): X. Not elsewhere classified,2018,-3.7,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1986,15.79,Currency: ARG - Austral (ARA) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main city or metropolitan area
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1987,12.5,Currency: ARG - Austral (ARA) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main city or metropolitan area
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1988,11.31,Currency: ARG - Austral (ARA) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main city or metropolitan area
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1991,6.71,Currency: ARG - Austral (ARA) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main city or metropolitan area
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1992,8.33,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: New or revalued currency,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1993,7.69,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1994,-2.27,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1995,4.44,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1996,-2.33,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1997,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1998,6.82,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,1999,2.44,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2000,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2001,2.5,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2002,12.2,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2003,-4.55,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2004,2.08,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2005,-1.72,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2006,8,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2007,6.67,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2008,2.68,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2009,1.52,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2010,-0.61,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2011,0,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2012,-1.9,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2013,1.45,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Argentina,Gender wage gap by occupation (%),ARG - LFS - Encuesta Anual de Hogares Urbanos,Occupation (ISCO-08): Total,2014,-3.62,Currency: ARG - Argentine peso (ARS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): Total,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 1. Managers,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 2. Professionals,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 3. Technicians and associate professionals,2017,25,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 4. Clerical support workers,2017,18.18,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 5. Service and sales workers,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2017,-16.67,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 7. Craft and related trades workers,2017,0,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2017,14.29,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 9. Elementary occupations,2017,-150,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 0. Armed forces occupations,2017,-40,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): X. Not elsewhere classified,2017,-37.5,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): Total,2018,-17.17,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 1. Managers,2018,46.5,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 2. Professionals,2018,-21.54,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,7.34,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 4. Clerical support workers,2018,-19.76,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 5. Service and sales workers,2018,-6.53,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2018,18.51,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 7. Craft and related trades workers,2018,-9.74,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,-21.16,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 9. Elementary occupations,2018,14.01,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Belize,Gender wage gap by occupation (%),BLZ - LFS - Labour force survey,Occupation (ISCO-08): 0. Armed forces occupations,2018,-48.76,Currency: BLZ - Belize dollar (BZD) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: April
Bolivia,Gender wage gap by occupation (%),BOL - LFS - Encuesta Continua de Empleo,Occupation (ISCO-08): Total,1997,21.21,Currency: BOL - Bolivian (BOB) | Time unit: Per hour | Break in series: Sample redesigned,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1992,21.05,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1993,30.95,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,1999,12.7,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2000,11.11,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2001,19.7,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2002,7.94,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2005,12.66,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2006,26.53,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2007,17.05,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2008,19.27,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2009,9.01,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2011,10.22,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2012,10.81,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2013,12.14,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Bolivia,Gender wage gap by occupation (%),BOL - HIES - Encuesta de Hogares,Occupation (ISCO-08): Total,2014,6.18,Currency: BOL - Bolivian (BOB) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1981,34.21,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1982,33.66,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1983,35.75,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1984,34.04,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1985,28.58,Currency: BRA - Cruzeiro (BRB) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1986,34.69,Currency: BRA - Cruzado (BRC) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1987,32.01,Currency: BRA - Cruzado (BRC) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1988,30.88,Currency: BRA - Cruzado (BRC) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1989,33.33,Currency: BRA - New cruzado (BRN) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1990,26.11,Currency: BRA - Cruzeiro (BRE) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1992,15.44,Currency: BRA - Cruzeiro (BRE) | Time unit: Per hour | Break in series: Change in source,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1993,25.62,Currency: BRA - Cruzeiro real (BRR) | Time unit: Per hour | Break in series: New or revalued currency,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1995,24.14,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1996,20.59,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1997,20,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
Brazil,Gender wage gap by occupation (%),BRA - HS - Pesquisa Nacional por Amostra de Domicílios,Occupation (ISCO-08): Total,1998,17.14,Currency: BRA - Real (BRL) | Time unit: Per hour,"Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Total national, excluding some areas"
